sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
404011094,Royal Park - Hendon - Albert Park,3063,3240,3337,3451,3535,40,39,39,39,39,155680431,167089538,177016740,189159220,199124375,47272,47673,49228,50992,52520,50826,51571,53047,54813,56329
404011095,Seaton - Grange,8969,9204,9491,9707,9801,44,44,44,43,43,495503263,518120255,554144677,579239301,598859297,46541,47263,48961,51019,51982,55246,56293,58386,59672,61102
404011096,West Lakes,8827,8881,9025,9007,9017,50,50,50,50,50,561957934,572564419,600757086,604804786,634367080,49965,50225,52316,52902,54236,63664,64471,66566,67148,70352
404011097,Woodville - Cheltenham,9228,9569,9983,10272,10616,40,39,39,39,39,470247488,494774042,452877997,446720087,321249299,45418,46207,47999,49661,50403,50959,51706,45365,43489,30261
404021098,Dry Creek - South,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
404021099,Largs Bay - Semaphore,8360,8619,8787,8897,8979,45,45,45,45,45,499329175,526802492,553758889,579160293,594791675,52305,53222,55590,57836,58462,59728,61121,63020,65096,66243
404021100,North Haven,7866,7922,8070,8074,8067,45,46,45,45,45,436327966,448567791,474467780,479740272,491058940,48991,49843,52229,53618,54190,55470,56623,58794,59418,60873
404021101,Port Adelaide,5517,5676,5882,6008,6105,42,41,41,41,41,275566522,288269213,313367506,321041721,333172202,46142,46806,48854,49383,50470,49949,50787,53276,53436,54574
404021102,The Parks,8066,8363,8812,9247,9648,38,38,37,37,37,369668114,382125372,414101534,450418641,466760298,40528,40350,42241,43947,44116,45830,45692,46993,48710,48379
404021103,Torrens Island,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
404031104,Adelaide Airport,np,3,4,6,3,np,56,50,51,52,np,47668,209209,156954,41157,np,3569,31934,21555,8169,np,15889,52302,26159,13719
404031105,Fulham,1602,1648,1713,1725,1763,49,48,48,48,47,88436025,94258399,99217029,106575444,116163339,45318,46340,47817,51888,54559,55204,57196,57920,61783,65890
404031106,Lockleys,7446,7711,8000,8283,8385,43,42,42,42,42,428322795,448634247,480674220,514869771,523664601,46997,47474,49929,50835,51966,57524,58181,60084,62160,62453
404031107,Plympton,13810,14243,14830,15425,15919,40,40,39,39,38,724350867,755495453,812358801,870891512,913996352,45160,45509,46911,48092,48980,52451,53043,54778,56460,57415
404031108,Richmond (SA),8986,9317,9775,10108,10298,38,38,38,38,38,488398896,510131029,551100020,579219358,604222678,47306,47384,48488,49859,50425,54351,54753,56379,57303,58674
404031109,West Beach,3219,3326,3321,3329,3350,46,47,47,47,47,213139038,215081634,222950234,228218030,230781643,49559,49555,51072,54655,54136,66213,64667,67133,68555,68890
405011110,Barossa - Angaston,3404,3583,3623,3664,3713,48,48,48,48,48,178950163,197786085,202810873,206322500,205711071,43968,45128,47122,48217,47507,52571,55201,55979,56311,55403
405011111,Light,4711,4975,5077,5179,5330,46,46,46,46,46,248164376,267665993,278822451,288211867,297365410,46562,48693,49108,50310,50311,52678,53802,54919,55650,55791
405011112,Lyndoch,3482,3571,3612,3669,3728,45,45,46,46,46,184128872,196984185,204162347,212335736,221343953,45267,47521,49522,51918,53292,52880,55162,56523,57873,59373
405011113,Mallala,2073,1789,1634,1666,1728,41,46,47,47,47,102610716,96894831,88939903,84602291,89921392,37280,41506,46161,44882,46814,49499,54161,54431,50782,52038
405011114,Nuriootpa,3665,3817,3876,3987,4031,45,45,46,46,46,186827819,199778393,208685499,215449564,211238955,45877,47495,48899,49143,48579,50976,52339,53840,54038,52404
405011115,Tanunda,2736,2822,2823,2797,2814,47,47,48,48,48,153833370,163994851,165800174,169425579,175379363,46874,48068,49284,49701,51772,56226,58113,58732,60574,62324
405021116,Clare,2696,2496,2497,2501,2513,47,48,48,48,48,149135274,133435744,137367158,140698988,146002756,43899,43517,45466,47724,47393,55317,53460,55013,56257,58099
405021117,Gilbert Valley,2637,2737,2804,2825,2833,50,51,50,51,51,129358879,139289212,141244866,147497309,146412058,38786,39143,40600,42871,42762,49055,50891,50373,52211,51681
405021118,Goyder,1980,2112,2123,2107,2136,49,49,50,50,50,90986053,102017675,108858942,92327038,89821880,37599,39350,40729,36774,35783,45953,48304,51276,43819,42051
405021119,Wakefield - Barunga West,4204,4526,4798,4795,4749,47,47,48,48,48,207010300,245022793,252517123,245252328,243398894,40825,43491,44642,44201,44267,49241,54137,52630,51148,51253
405031120,Jamestown,2309,2477,2515,2501,2515,49,49,49,49,49,115754414,139196969,142000846,127470336,126061971,41396,45202,45073,41763,42912,50132,56196,56462,50968,50124
405031121,Peterborough - Mount Remarkable,2531,2637,2626,2653,2647,52,52,52,52,53,125422288,133703705,128548611,113164483,107411554,38286,40549,40076,37039,34929,49554,50703,48952,42655,40579
405031122,Port Pirie,6250,6284,6395,6402,6422,45,44,44,44,44,323254345,331165206,342902327,342726875,351999627,44660,45187,46429,46931,48452,51721,52700,53620,53534,54812
405031123,Port Pirie Region,1439,1553,1556,1563,1577,47,47,47,47,48,80490673,97825012,88162327,87535002,85899637,45134,49355,48941,46771,46274,55935,62991,56660,56004,54470
405041124,Kadina,2831,2823,2841,2848,2801,46,46,45,46,45,148491524,157340577,145613778,146422878,147091954,42529,44578,43052,43997,45373,52452,55735,51254,51413,52514
405041125,Moonta,2172,2259,2310,2332,2328,51,52,52,52,52,97566936,108594402,107134850,109365067,108671342,36537,38011,37524,37763,37790,44920,48072,46379,46898,46680
405041126,Wallaroo,1747,1805,1804,1811,1865,51,52,52,51,52,80062870,88110723,82325253,87646740,91856368,37122,38432,37750,41038,40543,45829,48815,45635,48397,49253
405041127,Yorke Peninsula - North,3250,3382,3438,3486,3517,52,52,53,53,53,159818550,197035858,180071222,185602489,172070263,37492,40975,40165,41140,40886,49175,58260,52377,53242,48925
405041128,Yorke Peninsula - South,1915,2009,2021,1989,1981,53,53,53,53,53,78763832,92361274,94090443,98772746,92662881,31679,34383,36420,37790,37964,41130,45974,46556,49660,46776
406011129,Ceduna,1765,1705,1670,1669,1681,43,44,44,44,44,90686406,93388716,89944434,94383644,97168199,45826,48374,50385,52552,51959,51380,54773,53859,56551,57804
406011130,Eyre Peninsula,3361,3670,3692,3743,3830,47,48,48,49,49,177201024,202199238,175152325,236523038,218976550,42939,43527,40037,47968,46951,52723,55095,47441,63191,57174
406011131,Kimba - Cleve - Franklin Harbour,2163,2329,2341,2344,2318,47,48,49,48,49,119196617,134167036,112872358,120007795,92693333,43460,43700,39745,43117,37348,55107,57607,48215,51198,39988
406011132,Le Hunte - Elliston,1147,1320,1308,1292,1294,45,46,47,48,48,64578481,82271546,56949984,71994392,67340139,45941,47984,37685,46401,43144,56302,62327,43540,55723,52040
406011133,Port Lincoln,9118,8775,9000,8977,9076,44,44,44,44,44,497575101,478437726,490470635,511405985,522056637,44273,45000,45674,47973,47859,54571,54523,54497,56968,57521
406011134,West Coast (SA),1806,1883,1892,1947,1906,48,47,48,48,48,92155615,107108072,94636024,103568145,99629161,40341,43309,38535,43772,42672,51027,56882,50019,53194,52271
406011135,Western,np,9,5,17,13,np,55,58,52,42,np,520985,338986,1076397,979974,np,55416,68754,66446,81612,np,57887,67797,63317,75383
406011136,Whyalla,9837,9737,9974,10232,10290,43,44,44,44,44,605248006,583181877,611166853,650818250,668314316,52980,51645,54209,56374,57247,61528,59893,61276,63606,64948
406011137,Whyalla - North,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
406021138,APY Lands,169,150,203,295,272,41,38,35,38,37,7310883,6341229,8750797,14146408,14504639,25272,24617,27564,30835,38461,43260,42275,43107,47954,53326
406021139,Coober Pedy,678,745,756,733,737,42,45,44,44,43,33252257,36385866,35572704,36780665,36573059,44762,42662,44048,45821,44155,49045,48840,47054,50178,49624
406021140,Quorn - Lake Gilles,1149,1135,1099,1188,1173,50,51,51,51,52,64892980,62806762,60872155,63238622,61545265,45808,46134,45716,44251,43946,56478,55336,55389,53231,52468
406021141,Outback,902,905,946,941,944,46,46,47,47,47,57906789,56831353,56842414,52687378,49776151,47247,47199,45419,47521,47941,64198,62797,60087,55991,52729
406021142,Port Augusta,6363,6442,6650,6593,6572,44,44,43,43,43,369233344,369866720,390450139,398032288,395348437,49122,49052,51939,53348,52604,58028,57415,58714,60372,60156
406021143,Roxby Downs,2332,2529,2562,2602,2511,36,36,36,36,36,202679380,220410334,245029888,257892651,257182738,82288,84565,92288,95097,98955,86912,87153,95640,99113,102422
407011144,Goolwa - Port Elliot,5402,5559,5746,5816,5932,54,55,55,55,55,225996948,235040281,245622697,258638963,270066123,32163,32221,32784,34355,35577,41836,42281,42747,44470,45527
407011145,Kangaroo Island,2633,2771,2798,2831,2849,50,50,50,50,50,110913073,122242945,127093722,132699802,127872110,34221,35700,36567,37670,38020,42124,44115,45423,46874,44883
407011146,Strathalbyn,3978,4146,4121,4199,4256,47,47,48,48,48,196369480,205359768,209922655,218918858,225474368,42988,41925,42947,44726,45960,49364,49532,50940,52136,52978
407011147,Strathalbyn Region,3820,4039,4187,4348,4446,48,48,48,48,49,183559208,200182393,209815911,222209581,234250881,40266,40592,42197,43935,43321,48052,49562,50111,51106,52688
407011148,Victor Harbor,7011,7232,7361,7551,7625,54,54,54,54,54,292354111,303107721,320173502,344242513,356759371,33180,32970,34328,35442,36219,41699,41912,43496,45589,46788
407011149,Yankalilla,2754,2930,3025,3113,3222,52,53,53,53,53,119886109,126260868,134031539,143660129,150165327,35487,34862,36269,38887,38276,43532,43092,44308,46148,46606
407021150,Grant,2295,2662,2769,2909,2892,45,46,46,47,46,129463746,144904819,152236713,176538910,170757474,45928,46301,48474,51389,51044,56411,54435,54979,60687,59045
407021151,Kingston - Robe,2058,2215,2247,2332,2361,50,51,51,51,51,107390591,121462786,124270588,138637516,136768063,39667,42215,43154,45906,43439,52182,54836,55305,59450,57928
407021152,Millicent,2802,2753,2764,2799,2791,47,48,48,48,48,149252315,146427957,142259358,153039100,154652615,43038,43667,42755,44278,46023,53266,53189,51469,54676,55411
